"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"United States","USA","Population, total","SP.POP.TOTL","180671000","183691000","186538000","189242000","191889000","194303000","196560000","198712000","200706000","202677000","205052000","207661000","209896000","211909000","213854000","215973000","218035000","220239000","222585000","225055000","227225000","229466000","231664000","233792000","235825000","237924000","240133000","242289000","244499000","246819000","249623000","252981000","256514000","259919000","263126000","266278000","269394000","272657000","275854000","279040000","282162411","284968955","287625193","290107933","292805298","295516599","298379912","301231207","304093966","306771529","309326085","311580009","313874218","316057727","318386421","320742673","323071342","325147121","327167434",
"Mexico","MEX","Population, total","SP.POP.TOTL","37771859","38966056","40195319","41462369","42771079","44123853","45519737","46956208","48431972","49945279","51493565","53076373","54689943","56324303","57966804","59607953","61242190","62869903","64494869","66123897","67761372","69407624","71058654","72709299","74352631","75983485","77599098","79200081","80788721","82368931","83943132","85512623","87075138","88625440","90156400","91663285","93147044","94611002","96056321","97484832","98899845","100298153","101684758","103081020","104514932","106005203","107560153","109170502","110815271","112463887","114092963","115695473","117274155","118827161","120355128","121858258","123333376","124777324","126190788",
"India","IND","Population, total","SP.POP.TOTL","450547679","459642165","469077190","478825608","488848135","499123324","509631500","520400576","531513824","543084336","555189792","567868018","581087256","594770134","608802600","623102897","637630087","652408776","667499806","682995354","698952844","715384993","732239504","749428958","766833410","784360008","801975244","819682102","837468930","855334678","873277798","891273209","909307016","927403860","945601831","963922588","982365243","1000900030","1019483581","1038058156","1056575549","1075000085","1093317189","1111523144","1129623456","1147609927","1165486291","1183209472","1200669765","1217726215","1234281170","1250288729","1265782790","1280846129","1295604184","1310152403","1324509589","1338658835","1352617328",
"Nigeria","NGA","Population, total","SP.POP.TOTL","45138458","46063563","47029822","48032934","49066760","50127921","51217973","52342233","53506196","54717039","55982144","57296983","58665808","60114625","61677177","63374298","65221378","67203128","69271917","71361131","73423633","75440502","77427546","79414840","81448755","83562785","85766399","88048032","90395271","92788027","95212450","97667632","100161710","102700753","105293700","107948335","110668794","113457663","116319759","119260063","122283850","125394046","128596076","131900631","135320422","138865016","142538308","146339977","150269623","154324933","158503197","162805071","167228767","171765769","176404902","181137448","185960289","190873311","195874740",
"China","CHN","Population, total","SP.POP.TOTL","667070000","660330000","665770000","682335000","698355000","715185000","735400000","754550000","774510000","796025000","818315000","841105000","862030000","881940000","900350000","916395000","930685000","943455000","956165000","969005000","981235000","993885000","1008630000","1023310000","1036825000","1051040000","1066790000","1084035000","1101630000","1118650000","1135185000","1150780000","1164970000","1178440000","1191835000","1204855000","1217550000","1230075000","1241935000","1252735000","1262645000","1271850000","1280400000","1288400000","1296075000","1303720000","1311020000","1317885000","1324655000","1331260000","1337705000","1344130000","1350695000","1357380000","1364270000","1371220000","1378665000","1386395000","1392730000",
